序号,班级编号,班级名称,性别,身高_cm,体重_kg,BMI分数,体重分数,体重等级,肺活量_ml,肺活量分数,肺活量等级,50米跑_秒,50米跑分数,50米跑等级,坐位体前屈_cm,坐位体前屈分数,坐位体前屈等级,跳绳_个,跳绳分数,跳绳等级,跳绳附加分,标准分数,附加分,总分数,总分等级,性别_文字,BMI_计算
4731,2018115,小学2018级15班,1,122,21,14.1,100,正常,1267,72.0,及格,10.4,76.0,及格,7.0,72.0,及格,40.0,64.0,及格,,75.4,0,75.4,及格,男,14.109110454178985
4732,2018115,小学2018级15班,1,130,34,20.1,80,超重,1376,76.0,及格,11.6,64.0,及格,7.0,72.0,及格,73.0,72.0,及格,,72.2,0,72.2,及格,男,20.11834319526627
4733,2018115,小学2018级15班,1,119,21,14.8,100,正常,1617,80.0,良好,9.8,90.0,优秀,8.0,74.0,及格,40.0,64.0,及格,,80.0,0,80.0,良好,男,14.829461196243203
4734,2018115,小学2018级15班,2,127,22,13.6,100,正常,1211,80.0,良好,9.6,100.0,优秀,15.0,85.0,良好,46.0,64.0,及格,,85.3,0,85.3,良好,女,13.64002728005456
4735,2018115,小学2018级15班,2,132,26,14.9,100,正常,1403,90.0,优秀,11.0,78.0,及格,6.0,66.0,及格,99.0,80.0,良好,,79.9,0,79.9,及格,女,14.921946740128558
4736,2018115,小学2018级15班,2,124,23,15.0,100,正常,1199,78.0,及格,11.0,78.0,及格,16.0,85.0,良好,132.0,100.0,优秀,2.0,87.8,2,89.8,良好,女,14.95837669094693
4737,2018115,小学2018级15班,2,124,21,13.7,100,正常,1268,80.0,良好,11.4,74.0,及格,13.0,78.0,及格,90.0,78.0,及格,,80.8,0,80.8,良好,女,13.657648283038501
4738,2018115,小学2018级15班,1,120,22,15.3,100,正常,1385,76.0,及格,10.6,74.0,及格,15.0,95.0,优秀,92.0,78.0,及格,,85.3,0,85.3,良好,男,15.277777777777779
4739,2018115,小学2018级15班,1,121,20,13.7,100,正常,1111,68.0,及格,10.7,72.0,及格,12.0,85.0,良好,116.0,95.0,优秀,,84.1,0,84.1,良好,男,13.660269107301414
4740,2018115,小学2018级15班,2,131,26,15.2,100,正常,1207,80.0,良好,12.0,68.0,及格,6.0,66.0,及格,71.0,72.0,及格,,74.8,0,74.8,及格,女,15.15063224753802
4741,2018115,小学2018级15班,1,126,23,14.5,100,正常,1542,80.0,良好,11.7,62.0,及格,8.0,74.0,及格,109.0,90.0,优秀,,79.6,0,79.6,及格,男,14.487276392038297
4742,2018115,小学2018级15班,1,121,22,15.0,100,正常,1261,72.0,及格,10.6,74.0,及格,6.0,70.0,及格,99.0,80.0,良好,,77.6,0,77.6,及格,男,15.026296018031555
4743,2018115,小学2018级15班,1,132,27,15.5,100,正常,1243,72.0,及格,9.6,100.0,优秀,6.0,70.0,及格,118.0,100.0,优秀,,86.8,0,86.8,良好,男,15.49586776859504
4744,2018115,小学2018级15班,1,130,28,16.6,100,正常,1360,76.0,及格,9.6,100.0,优秀,10.5,78.0,及格,64.0,70.0,及格,,83.8,0,83.8,良好,男,16.568047337278106
4745,2018115,小学2018级15班,2,130,22,13.0,80,低体重,1014,72.0,及格,12.4,64.0,及格,8.0,70.0,及格,77.0,74.0,及格,,71.4,0,71.4,及格,女,13.01775147928994
4746,2018115,小学2018级15班,1,123,20,13.2,80,低体重,1339,74.0,及格,10.8,72.0,及格,5.0,68.0,及格,35.0,62.0,及格,,70.3,0,70.3,及格,男,13.219644391565868
4747,2018115,小学2018级15班,1,125,27,17.3,100,正常,1361,76.0,及格,10.7,72.0,及格,7.0,72.0,及格,49.0,66.0,及格,,75.6,0,75.6,及格,男,17.28
4748,2018115,小学2018级15班,2,145,41,19.5,80,超重,1830,100.0,优秀,8.9,100.0,优秀,11.0,74.0,及格,142.0,100.0,优秀,7.0,89.2,7,96.2,优秀,女,19.500594530321045
4749,2018115,小学2018级15班,2,126,23,14.5,100,正常,1142,76.0,及格,9.7,100.0,优秀,12.0,76.0,及格,131.0,100.0,优秀,2.0,89.2,2,91.2,优秀,女,14.487276392038297
4750,2018115,小学2018级15班,2,124,24,15.6,100,正常,1119,76.0,及格,11.0,78.0,及格,15.0,85.0,良好,35.0,62.0,及格,,79.9,0,79.9,及格,女,15.608740894901144
4751,2018115,小学2018级15班,2,121,22,15.0,100,正常,1193,78.0,及格,12.0,68.0,及格,13.9,80.0,良好,106.0,85.0,良好,,81.3,0,81.3,良好,女,15.026296018031555
4752,2018115,小学2018级15班,2,127,22,13.6,100,正常,1362,85.0,良好,11.0,78.0,及格,6.0,66.0,及格,75.0,72.0,及格,,77.55,0,77.55,及格,女,13.64002728005456
4753,2018115,小学2018级15班,2,127,29,18.0,80,超重,1269,80.0,良好,10.5,85.0,良好,10.0,74.0,及格,130.0,100.0,优秀,1.0,83.2,1,84.2,良好,女,17.98003596007192
4754,2018115,小学2018级15班,2,120,19,13.2,80,低体重,1102,76.0,及格,11.6,72.0,及格,17.0,90.0,优秀,72.0,72.0,及格,,79.2,0,79.2,及格,女,13.194444444444445
4755,2018115,小学2018级15班,2,123,23,15.2,100,正常,1033,72.0,及格,11.6,72.0,及格,14.0,80.0,良好,74.0,72.0,及格,,78.6,0,78.6,及格,女,15.202591050300748
4756,2018115,小学2018级15班,1,122,18,12.1,80,低体重,1248,72.0,及格,11.1,68.0,及格,2.0,64.0,及格,80.0,74.0,及格,,70.4,0,70.4,及格,男,12.09352324643913
4757,2018115,小学2018级15班,2,120,21,14.6,100,正常,1137,76.0,及格,11.1,76.0,及格,14.0,80.0,良好,49.0,66.0,及格,,78.8,0,78.8,及格,女,14.583333333333334
4758,2018115,小学2018级15班,1,129,29,17.4,100,正常,1699,85.0,良好,9.3,100.0,优秀,12.0,85.0,良好,110.0,90.0,优秀,,91.25,0,91.25,优秀,男,17.42683732948741
4759,2018115,小学2018级15班,2,123,21,13.9,100,正常,1054,74.0,及格,11.4,74.0,及格,5.2,64.0,及格,125.0,95.0,优秀,,79.1,0,79.1,及格,女,13.88062661114416
4760,2018115,小学2018级15班,2,114,18,13.9,100,正常,1187,78.0,及格,10.5,85.0,良好,17.2,90.0,优秀,110.0,85.0,良好,,87.7,0,87.7,良好,女,13.850415512465375
4761,2018115,小学2018级15班,2,120,19,13.2,80,低体重,1088,74.0,及格,10.4,85.0,良好,14.9,85.0,良好,118.0,90.0,优秀,,83.6,0,83.6,良好,女,13.194444444444445
4762,2018115,小学2018级15班,2,127,23,14.3,100,正常,1157,78.0,及格,11.4,74.0,及格,3.5,62.0,及格,48.0,66.0,及格,,73.3,0,73.3,及格,女,14.26002852005704
4763,2018115,小学2018级15班,1,127,24,14.9,100,正常,1248,72.0,及格,10.9,70.0,及格,3.0,66.0,及格,99.0,80.0,良好,,75.6,0,75.6,及格,男,14.88002976005952
4764,2018115,小学2018级15班,1,122,20,13.4,80,低体重,1134,68.0,及格,11.4,66.0,及格,5.0,68.0,及格,70.0,72.0,及格,,70.2,0,70.2,及格,男,13.437248051599033
4765,2018115,小学2018级15班,2,118,17,12.2,80,低体重,1036,72.0,及格,11.0,78.0,及格,13.0,78.0,及格,120.0,95.0,优秀,,80.8,0,80.8,良好,女,12.209135305946567
4766,2018115,小学2018级15班,1,128,20,12.2,80,低体重,1892,90.0,优秀,10.5,74.0,及格,2.2,64.0,及格,136.0,100.0,优秀,9.0,79.5,9,88.5,良好,男,12.20703125
4767,2018115,小学2018级15班,1,120,29,20.1,80,超重,1231,72.0,及格,11.8,62.0,及格,9.9,78.0,及格,62.0,70.0,及格,,72.6,0,72.6,及格,男,20.13888888888889
4768,2018115,小学2018级15班,1,125,25,16.0,100,正常,1267,72.0,及格,12.0,60.0,及格,19.0,100.0,优秀,75.0,74.0,及格,,82.6,0,82.6,良好,男,16.0
4769,2018115,小学2018级15班,2,132,38,21.8,60,肥胖,1280,80.0,良好,10.9,78.0,及格,13.2,78.0,及格,85.0,76.0,及格,,75.2,0,75.2,及格,女,21.808999081726352
4770,2018115,小学2018级15班,1,125,30,19.2,80,超重,1362,76.0,及格,10.8,72.0,及格,11.0,80.0,良好,109.0,90.0,优秀,,79.8,0,79.8,及格,男,19.2
4771,2018115,小学2018级15班,2,122,20,13.4,80,低体重,1024,72.0,及格,11.5,72.0,及格,4.0,62.0,及格,47.0,64.0,及格,,68.6,0,68.6,及格,女,13.437248051599033
4772,2018115,小学2018级15班,2,130,30,17.8,100,正常,1137,76.0,及格,11.6,72.0,及格,9.1,72.0,及格,70.0,72.0,及格,,76.8,0,76.8,及格,女,17.751479289940825
4773,2018115,小学2018级15班,2,126,23,14.5,100,正常,1367,85.0,良好,9.7,100.0,优秀,17.5,90.0,优秀,90.0,78.0,及格,,90.35,0,90.35,优秀,女,14.487276392038297
4774,2018116,小学2018级16班,2,120,23,16.0,100,正常,1193,78.0,及格,11.4,74.0,及格,16.0,85.0,良好,136.0,100.0,优秀,4.0,87.0,4,91.0,优秀,女,15.972222222222223
4775,2018116,小学2018级16班,1,123,24,15.9,100,正常,1525,80.0,良好,9.9,85.0,良好,10.0,78.0,及格,138.0,100.0,优秀,10.0,87.4,10,97.4,优秀,男,15.86357326987904
4776,2018116,小学2018级16班,1,138,31,16.3,100,正常,1904,95.0,优秀,9.0,100.0,优秀,12.0,85.0,良好,125.0,100.0,优秀,4.0,94.75,4,98.75,优秀,男,16.278092837639154
4777,2018116,小学2018级16班,1,125,21,13.4,80,低体重,1551,80.0,良好,11.6,64.0,及格,12.0,85.0,良好,93.0,78.0,及格,,77.9,0,77.9,及格,男,13.44
4778,2018116,小学2018级16班,2,131,38,22.1,60,肥胖,1243,80.0,良好,12.5,62.0,及格,19.0,100.0,优秀,136.0,100.0,优秀,4.0,83.4,4,87.4,良好,女,22.14323174640172
4779,2018116,小学2018级16班,1,118,21,15.1,100,正常,1411,76.0,及格,10.6,74.0,及格,13.0,85.0,良好,60.0,70.0,及格,,80.7,0,80.7,良好,男,15.08187302499282
4780,2018116,小学2018级16班,2,127,25,15.5,100,正常,1137,76.0,及格,9.6,100.0,优秀,14.0,80.0,良好,128.0,100.0,优秀,,90.4,0,90.4,优秀,女,15.500031000062
4781,2018116,小学2018级16班,2,127,23,14.3,100,正常,1104,76.0,及格,11.3,74.0,及格,23.0,100.0,优秀,130.0,100.0,优秀,1.0,91.2,1,92.2,优秀,女,14.26002852005704
4782,2018116,小学2018级16班,2,128,26,15.9,100,正常,1142,76.0,及格,10.7,80.0,良好,14.0,80.0,良好,139.0,100.0,优秀,6.0,86.4,6,92.4,优秀,女,15.869140625
4783,2018116,小学2018级16班,1,120,20,13.9,100,正常,1410,76.0,及格,10.3,76.0,及格,13.0,85.0,良好,94.0,78.0,及格,,82.7,0,82.7,良好,男,13.88888888888889
4784,2018116,小学2018级16班,2,129,29,17.4,100,正常,1375,85.0,良好,10.1,95.0,优秀,16.5,90.0,优秀,79.0,74.0,及格,,88.55,0,88.55,良好,女,17.42683732948741
4785,2018116,小学2018级16班,2,129,25,15.0,100,正常,1373,85.0,良好,12.4,64.0,及格,11.5,76.0,及格,77.0,74.0,及格,,78.15,0,78.15,及格,女,15.023135628868456
4786,2018116,小学2018级16班,1,132,27,15.5,100,正常,1391,76.0,及格,10.2,78.0,及格,-3.0,20.0,不及格,132.0,100.0,优秀,7.0,68.0,7,75.0,及格,男,15.49586776859504
4787,2018116,小学2018级16班,1,138,43,22.6,60,肥胖,2026,100.0,优秀,12.5,30.0,不及格,12.0,85.0,良好,100.0,80.0,良好,,71.5,0,71.5,及格,男,22.579290065112374
4788,2018116,小学2018级16班,2,129,28,16.8,100,正常,1083,74.0,及格,11.3,74.0,及格,13.0,78.0,及格,58.0,68.0,及格,,77.9,0,77.9,及格,女,16.82591190433267
4789,2018116,小学2018级16班,1,130,37,21.9,60,肥胖,2215,100.0,优秀,12.0,60.0,及格,7.0,72.0,及格,50.0,66.0,及格,,70.8,0,70.8,及格,男,21.893491124260354
4790,2018116,小学2018级16班,2,138,25,13.1,80,低体重,1015,72.0,及格,10.9,78.0,及格,3.5,62.0,及格,98.0,80.0,良好,,73.0,0,73.0,及格,女,13.127494223902543
4791,2018116,小学2018级16班,2,129,26,15.6,100,正常,1172,78.0,及格,12.0,68.0,及格,18.0,95.0,优秀,103.0,80.0,良好,,84.8,0,84.8,良好,女,15.624061054023194
4792,2018116,小学2018级16班,2,129,25,15.0,100,正常,1151,78.0,及格,10.2,90.0,优秀,21.0,100.0,优秀,128.0,100.0,优秀,,94.7,0,94.7,优秀,女,15.023135628868456
4793,2018116,小学2018级16班,1,134,25,13.9,100,正常,1153,70.0,及格,11.6,64.0,及格,17.5,100.0,优秀,73.0,72.0,及格,,82.7,0,82.7,良好,男,13.922922699933167
4794,2018116,小学2018级16班,1,128,24,14.6,100,正常,1496,78.0,及格,10.6,74.0,及格,20.0,100.0,优秀,115.0,95.0,优秀,,90.5,0,90.5,优秀,男,14.6484375
4795,2018116,小学2018级16班,1,126,23,14.5,100,正常,1531,80.0,良好,9.3,100.0,优秀,13.0,85.0,良好,140.0,100.0,优秀,11.0,92.5,11,103.5,优秀,男,14.487276392038297
4796,2018116,小学2018级16班,2,127,27,16.7,100,正常,1118,76.0,及格,12.0,68.0,及格,17.0,90.0,优秀,71.0,72.0,及格,,81.4,0,81.4,良好,女,16.74003348006696
4797,2018116,小学2018级16班,2,124,21,13.7,100,正常,1396,85.0,良好,11.8,70.0,及格,15.0,85.0,良好,51.0,66.0,及格,,80.45,0,80.45,良好,女,13.657648283038501
4798,2018116,小学2018级16班,1,131,30,17.5,100,正常,1357,74.0,及格,9.9,85.0,良好,13.0,85.0,良好,80.0,74.0,及格,,83.4,0,83.4,良好,男,17.481498747159254
4799,2018116,小学2018级16班,1,131,37,21.6,60,肥胖,1378,76.0,及格,10.2,78.0,及格,13.0,85.0,良好,120.0,100.0,优秀,1.0,81.5,1,82.5,良好,男,21.560515121496415
4800,2018116,小学2018级16班,1,135,32,17.6,100,正常,1917,95.0,优秀,9.1,100.0,优秀,13.7,90.0,优秀,92.0,78.0,及格,,91.85,0,91.85,优秀,男,17.55829903978052
4801,2018116,小学2018级16班,2,125,21,13.4,80,低体重,1295,80.0,良好,11.1,76.0,及格,11.5,76.0,及格,104.0,80.0,良好,,78.0,0,78.0,及格,女,13.44
4802,2018116,小学2018级16班,1,126,24,15.1,100,正常,1251,72.0,及格,10.4,76.0,及格,20.0,100.0,优秀,88.0,78.0,及格,,86.6,0,86.6,良好,男,15.11715797430083
4803,2018116,小学2018级16班,1,126,22,13.9,100,正常,1393,76.0,及格,10.1,78.0,及格,7.0,72.0,及格,40.0,64.0,及格,,76.4,0,76.4,及格,男,13.85739480977576
4804,2018116,小学2018级16班,1,125,27,17.3,100,正常,1281,72.0,及格,10.5,74.0,及格,20.5,100.0,优秀,130.0,100.0,优秀,6.0,90.6,6,96.6,优秀,男,17.28
4805,2018116,小学2018级16班,2,119,18,12.7,80,低体重,1192,78.0,及格,11.6,72.0,及格,11.0,74.0,及格,133.0,100.0,优秀,3.0,80.3,3,83.3,良好,女,12.710966739637032
4806,2018116,小学2018级16班,1,127,24,14.9,100,正常,1327,74.0,及格,9.8,90.0,优秀,9.5,78.0,及格,128.0,100.0,优秀,5.0,87.5,5,92.5,优秀,男,14.88002976005952
4807,2018116,小学2018级16班,1,125,21,13.4,80,低体重,1601,80.0,良好,11.3,66.0,及格,12.0,85.0,良好,132.0,100.0,优秀,7.0,82.7,7,89.7,良好,男,13.44
4808,2018116,小学2018级16班,2,120,32,22.2,60,肥胖,1176,78.0,及格,9.9,100.0,优秀,11.0,74.0,及格,111.0,85.0,良好,,79.9,0,79.9,及格,女,22.22222222222222
4809,2018116,小学2018级16班,1,121,22,15.0,100,正常,1577,80.0,良好,12.4,40.0,不及格,9.0,76.0,及格,131.0,100.0,优秀,7.0,77.8,7,84.8,良好,男,15.026296018031555
4810,2018116,小学2018级16班,2,117,18,13.1,80,低体重,1019,72.0,及格,11.8,70.0,及格,14.0,80.0,良好,130.0,100.0,优秀,1.0,80.8,1,81.8,良好,女,13.14924391847469
4811,2018116,小学2018级16班,2,122,26,17.5,100,正常,1078,74.0,及格,12.0,68.0,及格,10.0,74.0,及格,59.0,68.0,及格,,75.5,0,75.5,及格,女,17.468422467078742
4812,2018116,小学2018级16班,1,125,25,16.0,100,正常,1460,78.0,及格,10.5,74.0,及格,9.5,78.0,及格,69.0,72.0,及格,,79.3,0,79.3,及格,男,16.0
4813,2018116,小学2018级16班,1,124,22,14.3,100,正常,1316,74.0,及格,13.4,,不及格,11.0,80.0,良好,130.0,100.0,优秀,6.0,70.1,6,76.1,及格,男,14.308012486992714
4814,2018116,小学2018级16班,2,129,27,16.2,100,正常,1178,78.0,及格,11.3,74.0,及格,11.0,74.0,及格,132.0,100.0,优秀,2.0,83.7,2,85.7,良好,女,16.224986479177932
4815,2018116,小学2018级16班,2,119,17,12.0,80,低体重,1173,78.0,及格,10.9,78.0,及格,17.0,90.0,优秀,133.0,100.0,优秀,3.0,86.3,3,89.3,良好,女,12.004801920768308
4816,2018116,小学2018级16班,1,127,24,14.9,100,正常,1503,80.0,良好,11.3,66.0,及格,7.0,72.0,及格,40.0,64.0,及格,,74.6,0,74.6,及格,男,14.88002976005952
4817,2017101,小学2017级1班,1,139,26,13.5,80,低体重,1532,74.0,及格,9.4,85.0,良好,6.0,72.0,及格,56.0,66.0,及格,,76.7,0,76.7,及格,男,13.456860410951816
4818,2017101,小学2017级1班,1,146,47,22.0,80,超重,1973,85.0,良好,9.5,80.0,良好,,60.0,及格,108.0,80.0,良好,,76.15,0,76.15,及格,男,22.04916494651905
4819,2017101,小学2017级1班,1,135,29,15.9,100,正常,1435,72.0,及格,9.9,76.0,及格,10.0,78.0,及格,127.0,100.0,优秀,,86.1,0,86.1,良好,男,15.912208504801095
4820,2017101,小学2017级1班,1,137,27,14.4,100,正常,1926,85.0,良好,10.3,72.0,及格,10.0,78.0,及格,80.0,72.0,及格,,82.15,0,82.15,良好,男,14.385422771591452
4821,2017101,小学2017级1班,1,131,29,16.9,100,正常,1532,74.0,及格,9.7,78.0,及格,6.5,72.0,及格,144.0,100.0,优秀,9.0,83.5,9,92.5,优秀,男,16.898782122253944
4822,2017101,小学2017级1班,2,130,25,14.8,100,正常,2015,100.0,优秀,9.7,85.0,良好,13.0,78.0,及格,135.0,95.0,优秀,,91.6,0,91.6,优秀,女,14.792899408284022
4823,2017101,小学2017级1班,1,142,39,19.3,100,正常,1965,85.0,良好,9.8,76.0,及格,12.0,85.0,良好,122.0,95.0,优秀,,86.55,0,86.55,良好,男,19.34140051577068
4824,2017101,小学2017级1班,2,135,29,15.9,100,正常,1621,90.0,优秀,9.9,80.0,良好,5.0,64.0,及格,123.0,85.0,良好,,82.3,0,82.3,良好,女,15.912208504801095
4825,2017101,小学2017级1班,2,131,25,14.6,100,正常,1436,80.0,良好,10.5,74.0,及格,17.0,90.0,优秀,127.0,90.0,优秀,,87.8,0,87.8,良好,女,14.567915622632713
4826,2017101,小学2017级1班,1,136,35,18.9,100,正常,1514,74.0,及格,9.2,95.0,优秀,14.0,90.0,优秀,140.0,100.0,优秀,7.0,92.6,7,99.6,优秀,男,18.923010380622834
4827,2017101,小学2017级1班,2,132,27,15.5,100,正常,1307,76.0,及格,9.0,100.0,优秀,13.0,78.0,及格,139.0,100.0,优秀,,91.5,0,91.5,优秀,女,15.49586776859504
4828,2017101,小学2017级1班,1,137,30,16.0,100,正常,2144,90.0,优秀,10.5,70.0,及格,10.0,78.0,及格,123.0,95.0,优秀,,85.1,0,85.1,良好,男,15.983803079546059
4829,2017101,小学2017级1班,1,127,39,24.2,60,肥胖,1809,80.0,良好,10.2,72.0,及格,5.0,70.0,及格,124.0,95.0,优秀,,76.9,0,76.9,及格,男,24.18004836009672
4830,2017101,小学2017级1班,1,133,34,19.2,100,正常,1502,74.0,及格,9.8,76.0,及格,5.0,70.0,及格,140.0,100.0,优秀,7.0,83.8,7,90.8,优秀,男,19.220984792809087
4831,2017101,小学2017级1班,1,131,27,15.7,100,正常,1491,74.0,及格,10.7,68.0,及格,-5.0,,不及格,144.0,100.0,优秀,9.0,67.1,9,76.1,及格,男,15.73334887244333
4832,2017101,小学2017级1班,1,130,25,14.8,100,正常,1561,76.0,及格,9.1,100.0,优秀,2.0,64.0,及格,124.0,95.0,优秀,,87.2,0,87.2,良好,男,14.792899408284022
4833,2017101,小学2017级1班,1,125,30,19.2,100,正常,1589,76.0,及格,9.8,76.0,及格,5.0,70.0,及格,135.0,100.0,优秀,4.0,85.6,4,89.6,良好,男,19.2
4834,2017101,小学2017级1班,2,132,26,14.9,100,正常,1402,80.0,良好,10.7,72.0,及格,9.0,72.0,及格,123.0,85.0,良好,,80.8,0,80.8,良好,女,14.921946740128558
4835,2017101,小学2017级1班,1,138,28,14.7,100,正常,1836,80.0,良好,9.7,78.0,及格,6.5,72.0,及格,129.0,100.0,优秀,1.0,84.8,1,85.8,良好,男,14.70279353077085
4836,2017101,小学2017级1班,1,139,32,16.6,100,正常,1821,80.0,良好,9.3,90.0,优秀,12.0,85.0,良好,121.0,95.0,优秀,,91.0,0,91.0,优秀,男,16.56228973655608
4837,2017101,小学2017级1班,2,132,29,16.6,100,正常,1698,90.0,优秀,10.0,80.0,良好,13.0,78.0,及格,150.0,100.0,优秀,5.0,90.1,5,95.1,优秀,女,16.643709825528006
4838,2017101,小学2017级1班,1,133,23,13.0,80,低体重,1404,72.0,及格,9.7,78.0,及格,5.0,70.0,及格,143.0,100.0,优秀,8.0,81.9,8,89.9,良好,男,13.002430889253207
4839,2017101,小学2017级1班,1,133,25,14.1,100,正常,1430,72.0,及格,9.1,100.0,优秀,6.0,72.0,及格,148.0,100.0,优秀,11.0,88.7,11,99.7,优秀,男,14.133077053536095
4840,2017101,小学2017级1班,2,131,25,14.6,100,正常,1320,76.0,及格,12.4,40.0,不及格,9.0,72.0,及格,135.0,95.0,优秀,,77.3,0,77.3,及格,女,14.567915622632713
4841,2017101,小学2017级1班,2,123,25,16.5,100,正常,1417,80.0,良好,14.5,,不及格,16.0,85.0,良好,122.0,85.0,良好,,69.0,0,69.0,及格,女,16.524555489457335
4842,2017101,小学2017级1班,1,140,38,19.4,100,正常,2321,100.0,优秀,9.5,80.0,良好,7.0,74.0,及格,137.0,100.0,优秀,5.0,90.3,5,95.3,优秀,男,19.38775510204082
4843,2017101,小学2017级1班,1,126,21,13.2,80,低体重,1494,74.0,及格,10.5,70.0,及格,3.5,66.0,及格,129.0,100.0,优秀,1.0,78.8,1,79.8,及格,男,13.227513227513226
4844,2017101,小学2017级1班,2,131,28,16.3,100,正常,1358,78.0,及格,10.7,72.0,及格,14.0,80.0,良好,123.0,85.0,良好,,81.9,0,81.9,良好,女,16.31606549734864
4845,2017101,小学2017级1班,2,136,34,18.4,100,正常,1341,78.0,及格,10.3,76.0,及格,12.0,76.0,及格,121.0,85.0,良好,,83.6,0,83.6,良好,女,18.382352941176467
4846,2017101,小学2017级1班,1,137,35,18.6,100,正常,1671,78.0,及格,9.8,76.0,及格,-8.0,,不及格,126.0,100.0,优秀,,69.5,0,69.5,及格,男,18.647770259470402
4847,2017101,小学2017级1班,1,146,41,19.2,100,正常,1807,80.0,良好,9.7,78.0,及格,8.5,76.0,及格,138.0,100.0,优秀,6.0,87.8,6,93.8,优秀,男,19.23437793206981
4848,2017101,小学2017级1班,2,130,24,14.2,100,正常,1308,76.0,及格,10.7,72.0,及格,10.0,74.0,及格,124.0,85.0,良好,,80.4,0,80.4,良好,女,14.20118343195266
4849,2017101,小学2017级1班,1,131,24,14.0,100,正常,1618,76.0,及格,10.1,74.0,及格,10.0,78.0,及格,135.0,100.0,优秀,4.0,84.6,4,88.6,良好,男,13.985198997727403
4850,2017101,小学2017级1班,2,139,34,17.6,100,正常,1362,78.0,及格,11.8,62.0,及格,-4.0,,不及格,122.0,85.0,良好,,64.6,0,64.6,及格,女,17.597432845090836
4851,2017101,小学2017级1班,1,137,39,20.8,80,超重,1861,80.0,良好,9.9,76.0,及格,3.0,66.0,及格,122.0,95.0,优秀,,79.2,0,79.2,及格,男,20.778944003409876
4852,2017101,小学2017级1班,1,129,44,26.4,60,肥胖,1771,80.0,良好,10.7,68.0,及格,6.0,72.0,及格,125.0,95.0,优秀,,76.5,0,76.5,及格,男,26.440718706808482
4853,2017101,小学2017级1班,1,133,27,15.3,100,正常,1450,72.0,及格,10.7,68.0,及格,4.0,68.0,及格,124.0,95.0,优秀,,80.5,0,80.5,良好,男,15.263723217818983
4854,2017101,小学2017级1班,2,123,22,14.5,100,正常,1329,76.0,及格,10.3,76.0,及格,12.0,76.0,及格,137.0,95.0,优秀,,84.8,0,84.8,良好,女,14.541608830722454
4855,2017101,小学2017级1班,2,129,25,15.0,100,正常,1330,76.0,及格,10.3,76.0,及格,10.0,74.0,及格,119.0,85.0,良好,,81.4,0,81.4,良好,女,15.023135628868456
4856,2017101,小学2017级1班,2,125,22,14.1,100,正常,1380,78.0,及格,10.2,78.0,及格,16.0,85.0,良好,111.0,80.0,良好,,85.3,0,85.3,良好,女,14.08
